No,Wisata,Kategori,Lokasi,Tarif,Rating,Experience
229,Gembira Loka Zoo,Cagar Alam,Yogyakarta,20000,4.5,Adrenalin
376,Wisata Kraton Jogja,Budaya,Yogyakarta,20000,4.7,Relaksasi
987,Monumen Jalesveva Jayamahe,Budaya,Surabaya,0,4.6,Relaksasi
257,Tebing Breksi,Budaya,Yogyakarta,50000,4.4,Kuliner
295,Candi Prambanan,Budaya,Yogyakarta,100000,4.7,Fotografi
407,Hutan Pinus Asri,Cagar Alam,Yogyakarta,10000,4.5,Fotografi
901,Masjid Agung Ungaran,Tempat Ibadah,Semarang,0,4.7,Edukasi
853,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,10000,4.1,Relaksasi
1010,Taman Bungkul,Taman Hiburan,Surabaya,0,4.6,Adrenalin
657,Museum Pos Indonesia,Budaya,Bandung,0,4.5,Edukasi
806,Chingu Cafe Little Seoul,Taman Hiburan,Bandung,50000,4.5,Adrenalin
975,Keraton Surabaya,Budaya,Surabaya,20000,4.4,Seni
359,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,30000,4.6,Fotografi
540,Taman Sungai Mudal,Cagar Alam,Yogyakarta,15000,4.6,Adrenalin
955,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,15000,4.4,Fotografi
5,Kota Tua,Budaya,Jakarta,50000,4.6,Fotografi
648,Museum Barli,Budaya,Bandung,5000,4.4,Fotografi
813,Kampung Pelangi,Taman Hiburan,Semarang,10000,4.3,Relaksasi
340,Wisata Alam Kalibiru,Cagar Alam,Yogyakarta,25000,4.4,Relaksasi
746,Situ Cileunca,Cagar Alam,Bandung,2500,4.4,Relaksasi
414,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,20000,4.5,Edukasi
653,Museum Gedung Sate,Budaya,Bandung,5000,4.6,Edukasi
534,Wisata Kaliurang,Cagar Alam,Yogyakarta,20000,4.4,Kuliner
877,Kampoeng Rawa,Cagar Alam,Semarang,15000,4.5,Fotografi
264,Bangsal Pagelaran,Budaya,Yogyakarta,100000,4.6,Seni
626,Jendela Alam,Taman Hiburan,Bandung,20000,4.4,Adrenalin
636,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,50000,4.1,Adrenalin
715,Curug Aseupan,Cagar Alam,Bandung,10000,4.7,Relaksasi
722,Curug Anom,Cagar Alam,Bandung,0,4.6,Relaksasi
137,Kampung Cina,Budaya,Jakarta,300000,4.5,Belanja
531,Desa Wisata Tembi,Taman Hiburan,Yogyakarta,35000,4.5,Bertani
188,Museum Tengah Kebun,Budaya,Jakarta,20000,4.6,Relaksasi
376,Wisata Kraton Jogja,Budaya,Yogyakarta,20000,4.7,Relaksasi
750,Sungai Palayangan,Cagar Alam,Bandung,150000,4.6,Relaksasi
458,Goa Pindul,Cagar Alam,Yogyakarta,100000,4.5,Aktivitas Air
311,Blue Lagoon Jogja,Taman Hiburan,Yogyakarta,50000,4.3,Aktivitas Air
503,Pantai Wediombo,Bahari,Yogyakarta,15000,4.5,Relaksasi
24,Ocean Ecopark,Taman Hiburan,Jakarta,100000,4.0,Kuliner
592,Rabbit Town,Taman Hiburan,Bandung,25000,4.0,Fotografi
218,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,5000,4.6,Fotografi
302,Kauman Pakualaman Yogyakarta,Budaya,Yogyakarta,50000,5.0,Edukasi
281,Jurang Tembelan Kanigoro,Taman Hiburan,Yogyakarta,20000,4.5,Relaksasi
252,Monumen Batik Yogyakarta,Budaya,Yogyakarta,200000,4.5,Seni
58,Museum Wayang,Budaya,Jakarta,20000,4.5,Edukasi
417,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,20000,4.5,Hiking
418,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,15000,4.5,Relaksasi
168,Museum Basoeki Abdullah,Budaya,Jakarta,10000,4.5,Relaksasi
762,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,11000,4.5,Relaksasi
816,Sam Poo Kong Temple,Budaya,Semarang,35000,4.5,Edukasi
198,Taman Spathodea,Taman Hiburan,Jakarta,0,4.6,Relaksasi
919,Brown Canyon,Cagar Alam,Semarang,15000,4.2,Fotografi
693,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,0,4.9,Spiritualitas
380,Desa Wisata Kelor,Taman Hiburan,Yogyakarta,50000,4.4,Kuliner
935,Monumen Kapal Selam,Budaya,Surabaya,5000,4.4,Fotografi
225,Situs Warungboto,Taman Hiburan,Yogyakarta,30000,4.4,Kuliner
849,Umbul Sidomukti,Cagar Alam,Semarang,75000,4.6,Relaksasi
320,Studio Alam Gamplong,Taman Hiburan,Yogyakarta,50000,4.4,Edukasi
162,Taman Legenda Keong Emas,Taman Hiburan,Jakarta,50000,4.5,Relaksasi
517,Pantai Sedahan,Bahari,Yogyakarta,0,4.5,Memancing
844,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,4.6,Edukasi
132,Museum Joang 46,Budaya,Jakarta,4000,4.0,Fotografi
938,Taman Buah Surabaya,Taman Hiburan,Surabaya,0,4.1,Adrenalin
279,Monumen Sanapati,Budaya,Yogyakarta,20000,4.3,Edukasi
685,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,0,4.6,Relaksasi
546,GunungTangkuban perahu,Cagar Alam,Bandung,25000,4.5,Aktivitas Air
655,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,0,4.5,Edukasi
562,Kebun Binatang Bandung,Cagar Alam,Bandung,20000,4.0,Adrenalin
73,Pecinan Glodok,Pusat Perbelanjaan,Jakarta,100000,4.3,Kuliner
275,Gedung Agung Yogyakarta,Budaya,Yogyakarta,0,4.6,Fotografi
178,Freedom Library,Budaya,Jakarta,0,5.0,Fotografi
419,Pintoe Langit Dahromo,Cagar Alam,Yogyakarta,20000,4.4,Fotografi
804,Kota Mini,Taman Hiburan,Bandung,20000,4.4,Adrenalin
40,Pulau Pelangi,Bahari,Jakarta,150000,4.8,Aktivitas Air
228,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,20000,4.7,Belanja
49,Museum Fatahillah,Budaya,Jakarta,150000,4.4,Belanja
126,Taman Ismail Marzuki,Budaya,Jakarta,200000,4.6,Kuliner
248,Kampung Wisata Sosro Menduran,Budaya,Yogyakarta,20000,4.0,Relaksasi
685,Babakan Siliwangi City Forest Path Bandung,Cagar Alam,Bandung,0,4.6,Relaksasi
411,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,800000,4.7,Adrenalin
47,Jembatan Kota Intan,Budaya,Jakarta,0,4.3,Edukasi
684,Curug Bugbrug,Cagar Alam,Bandung,5000,4.3,Fotografi
816,Sam Poo Kong Temple,Budaya,Semarang,35000,4.5,Edukasi
816,Sam Poo Kong Temple,Budaya,Semarang,35000,4.5,Edukasi
776,Kawah Rengganis Cibuni,Cagar Alam,Bandung,5000,4.3,Relaksasi
651,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3,Edukasi
903,Tugu Muda Semarang,Budaya,Semarang,5000,4.7,Relaksasi
693,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,0,4.9,Spiritualitas
415,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,50000,4.5,Kuliner
463,Pantai Depok Jogja,Bahari,Yogyakarta,100000,4.3,Kuliner
518,Pantai Watu Kodok,Bahari,Yogyakarta,15000,4.6,Camping
804,Kota Mini,Taman Hiburan,Bandung,20000,4.4,Adrenalin
561,Kebun Binatang Bandung,Cagar Alam,Bandung,40000,4.0,Relaksasi
243,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,50000,4.3,Kuliner
817,Sam Poo Kong Temple,Budaya,Semarang,5000,4.5,Fotografi
791,Taman Kupu-Kupu Cihanjuang,Cagar Alam,Bandung,10000,4.0,Fotografi
1017,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,15000,4.6,Relaksasi
58,Museum Wayang,Budaya,Jakarta,20000,4.5,Edukasi
557,Taman Hutan Raya Ir. H. Djuanda,Cagar Alam,Bandung,100000,4.5,Belanja
732,Mountain View Golf Club,Cagar Alam,Bandung,375000,4.4,Relaksasi
620,Curug Dago,Cagar Alam,Bandung,0,4.0,Fotografi
139,Rumah Sipitung,Budaya,Jakarta,5000,4.5,Edukasi
504,Pantai Wediombo,Bahari,Yogyakarta,50000,4.5,Camping
944,Taman Keputran,Taman Hiburan,Surabaya,0,4.3,Adrenalin
866,Pantai Maron,Bahari,Semarang,5000,3.4,Aktivitas Air
225,Situs Warungboto,Taman Hiburan,Yogyakarta,30000,4.4,Kuliner
425,Kebun Teh Nglinggo,Cagar Alam,Yogyakarta,10000,4.5,Relaksasi
172,Margasatwa Muara Angke,Cagar Alam,Jakarta,50000,4.2,Edukasi
233,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,100000,5.0,Seni
936,Taman Kunang-Kunang,Taman Hiburan,Surabaya,0,4.4,Adrenalin
607,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6,Adrenalin
86,Wisata Alam Mangrove Angke,Cagar Alam,Jakarta,100000,4.3,Aktivitas Air
965,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,4.7,Edukasi
641,Kampoeng Tulip,Taman Hiburan,Bandung,10000,3.8,Fotografi
745,Masjid Al-Imtizaj,Tempat Ibadah,Bandung,0,4.7,Edukasi
353,Bunker Kaliadem Merapi,Cagar Alam,Yogyakarta,15000,4.5,Edukasi
976,Klenteng Sanggar Agung,Budaya,Surabaya,10000,4.5,Edukasi
286,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,10000,4.6,Seni
306,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,0,4.6,Relaksasi
698,Gereja Tiberias Indonesia Bandung,Tempat Ibadah,Bandung,0,4.9,Edukasi
423,Green Village Gedangsari,Taman Hiburan,Yogyakarta,15000,4.2,Relaksasi
229,Gembira Loka Zoo,Cagar Alam,Yogyakarta,20000,4.5,Adrenalin
455,Pantai Parangtritis,Bahari,Yogyakarta,100000,4.5,Kuliner
962,Ciputra Waterpark,Taman Hiburan,Surabaya,95000,4.3,Adrenalin
405,Hutan Pinus Asri,Cagar Alam,Yogyakarta,10000,4.5,Relaksasi
775,Situ Patenggang,Cagar Alam,Bandung,10000,4.5,Fotografi
2,Monumen Nasional,Budaya,Jakarta,35000,4.6,Adrenalin
338,Grojogan Watu Purbo Bangunrejo,Taman Hiburan,Yogyakarta,15000,4.5,Adrenalin
863,Wisata Kampung Krisan Clapar,Taman Hiburan,Semarang,10000,4.1,Relaksasi
1009,Museum Mpu Tantular,Budaya,Surabaya,5000,4.4,Relaksasi
38,Pulau Pramuka,Bahari,Jakarta,50000,4.2,Relaksasi
561,Kebun Binatang Bandung,Cagar Alam,Bandung,40000,4.0,Relaksasi
827,Pantai Marina,Bahari,Semarang,10000,4.1,Relaksasi
763,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,10000,4.5,Fotografi
345,Jogja Exotarium,Taman Hiburan,Yogyakarta,30000,4.4,Relaksasi
304,Kauman Pakualaman Yogyakarta,Budaya,Yogyakarta,50000,5.0,Kuliner
243,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,50000,4.3,Kuliner
111,Museum Seni Rupa dan Kramik,Budaya,Jakarta,25000,4.4,Edukasi
889,Hutan Pinus Kayon,Cagar Alam,Semarang,15000,4.4,Fotografi
277,The Lost World Castle,Taman Hiburan,Yogyakarta,50000,4.3,Relaksasi
608,Taman Balai Kota Bandung,Taman Hiburan,Bandung,0,4.6,Relaksasi
208,Alive Museum Ancol,Taman Hiburan,Jakarta,10000,4.3,Relaksasi
740,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,50000,4.4,Relaksasi
513,Pantai Greweng,Bahari,Yogyakarta,10000,4.6,Camping
709,Roemah Seni Sarasvati,Budaya,Bandung,0,4.4,Edukasi
1004,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,5000,4.2,Adrenalin
1000,House of Sampoerna,Budaya,Surabaya,0,4.6,Edukasi
295,Candi Prambanan,Budaya,Yogyakarta,100000,4.7,Fotografi
718,Museum Pendidikan Nasional,Budaya,Bandung,10000,4.6,Fotografi
382,Pantai Patihan,Bahari,Yogyakarta,10000,4.1,Relaksasi
767,Tafso Barn,Cagar Alam,Bandung,10000,4.2,Fotografi
451,Museum Ullen Sentalu,Budaya,Yogyakarta,30000,4.7,Kuliner
182,Cibubur Garden Diary (Cibugary),Cagar Alam,Jakarta,150000,4.5,Kuliner
743,Masjid Pusdai,Tempat Ibadah,Bandung,3000,4.7,Fotografi
527,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,150000,4.3,Belanja
134,Jakarta Planetarium,Taman Hiburan,Jakarta,150000,4.1,Belanja
464,Pantai Depok Jogja,Bahari,Yogyakarta,10000,4.3,Aktivitas Air
943,Hutan Bambu Keputih,Cagar Alam,Surabaya,10000,4.3,Fotografi
954,Kebun Bibit Wonorejo,Cagar Alam,Surabaya,0,4.4,Relaksasi
694,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,0,4.9,Edukasi
497,Air Terjun Sri Gethuk,Cagar Alam,Yogyakarta,20000,4.4,Hiking
502,Pantai Wediombo,Bahari,Yogyakarta,15000,4.5,Aktivitas Air
844,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,4.6,Edukasi
998,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,0,4.6,Edukasi
741,Lereng Anteng Panoramic Coffee Place,Cagar Alam,Bandung,25000,4.4,Fotografi
513,Pantai Greweng,Bahari,Yogyakarta,10000,4.6,Camping
477,Pantai Krakal,Bahari,Yogyakarta,100000,4.5,Aktivitas Air
230,Gembira Loka Zoo,Cagar Alam,Yogyakarta,75000,4.5,Relaksasi
271,Puncak Pinus Becici,Taman Hiburan,Yogyakarta,20000,4.5,Relaksasi
592,Rabbit Town,Taman Hiburan,Bandung,25000,4.0,Fotografi
484,Pantai Siung,Bahari,Yogyakarta,100000,4.6,Camping
356,Ledok Sambi,Cagar Alam,Yogyakarta,0,4.6,Relaksasi
655,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,0,4.5,Edukasi
133,Jakarta Planetarium,Taman Hiburan,Jakarta,50000,4.1,Astronomi
872,Tirto Argo Siwarak,Taman Hiburan,Semarang,20000,4.4,Adrenalin
509,Pantai Ngrenehan,Bahari,Yogyakarta,100000,4.4,Kuliner
663,Curug Batu Templek,Cagar Alam,Bandung,5000,4.1,Relaksasi
627,Jendela Alam,Taman Hiburan,Bandung,40000,4.4,Edukasi
529,Desa Wisata Pulesari,Taman Hiburan,Yogyakarta,5000,4.4,Edukasi
876,Kampoeng Rawa,Cagar Alam,Semarang,3000,4.5,Relaksasi
214,Keraton Yogyakarta,Budaya,Yogyakarta,100000,4.6,Belanja
165,Museum Sasmita Loka Ahmad Yani,Budaya,Jakarta,10000,4.7,Edukasi
569,Tebing Karaton,Cagar Alam,Bandung,25000,4.5,Fotografi
908,Kampung Tematik Jawi,Budaya,Semarang,0,4.5,Edukasi
704,Jembatan Pasupati,Taman Hiburan,Bandung,0,4.6,Fotografi
230,Gembira Loka Zoo,Cagar Alam,Yogyakarta,75000,4.5,Relaksasi
181,Cibubur Garden Diary (Cibugary),Cagar Alam,Jakarta,50000,4.5,Relaksasi
645,Teras Cikapundung BBWS,Taman Hiburan,Bandung,0,4.3,Adrenalin
149,Taman Lapangan Banteng,Taman Hiburan,Jakarta,0,4.7,Olahraga
854,Wisata Alam Wana Wisata Penggaron,Cagar Alam,Semarang,15000,4.1,Fotografi
49,Museum Fatahillah,Budaya,Jakarta,150000,4.4,Belanja
19,Kebun Binatang Ragunan,Cagar Alam,Jakarta,25000,4.5,Relaksasi
482,Pantai Siung,Bahari,Yogyakarta,15000,4.6,Relaksasi
330,Puncak Kebun Buah Mangunan,Taman Hiburan,Yogyakarta,50000,4.6,Kuliner
831,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6,Relaksasi
300,Kampung Wisata Rejowinangun,Budaya,Yogyakarta,20000,4.3,Relaksasi
886,Museum Kereta Ambarawa,Budaya,Semarang,10000,4.5,Edukasi
820,Hutan Wisata Tinjomoyo Semarang,Cagar Alam,Semarang,3000,4.3,Relaksasi
329,Puncak Kebun Buah Mangunan,Taman Hiburan,Yogyakarta,20000,4.6,Relaksasi
547,GunungTangkuban perahu,Cagar Alam,Bandung,30000,4.5,Relaksasi
637,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,100000,4.1,Aktivitas Air
611,Gunung Manglayang,Cagar Alam,Bandung,7500,4.5,Relaksasi
405,Hutan Pinus Asri,Cagar Alam,Yogyakarta,10000,4.5,Relaksasi
843,GPIB Immanuel Semarang (Gereja Blenduk),Tempat Ibadah,Semarang,0,4.6,Spiritualitas
130,Museum Joang 45,Budaya,Jakarta,10000,4.0,Fotografi
698,Gereja Tiberias Indonesia Bandung,Tempat Ibadah,Bandung,0,4.9,Edukasi
709,Roemah Seni Sarasvati,Budaya,Bandung,0,4.4,Edukasi
149,Taman Lapangan Banteng,Taman Hiburan,Jakarta,0,4.7,Olahraga
585,Kawasan Punclut,Taman Hiburan,Bandung,10000,4.4,Fotografi
57,Museum Taman Prasasti,Budaya,Jakarta,100000,4.5,Belanja
37,Pulau Pramuka,Bahari,Jakarta,150000,4.2,Aktivitas Air
651,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3,Edukasi
998,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,0,4.6,Edukasi
739,Sanghyang Heuleut,Cagar Alam,Bandung,25000,4.4,Fotografi
527,Galaxy Waterpark Jogja,Taman Hiburan,Yogyakarta,150000,4.3,Belanja
520,Pantai Kesirat,Bahari,Yogyakarta,10000,4.6,Camping
65,Gereja Katedral,Tempat Ibadah,Jakarta,100000,4.8,Belanja
509,Pantai Ngrenehan,Bahari,Yogyakarta,100000,4.4,Kuliner
1005,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,15000,4.2,Relaksasi
436,Candi Borobudur,Budaya,Yogyakarta,100000,4.7,Spiritualitas
233,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,100000,5.0,Seni
729,Museum Nike Ardilla,Budaya,Bandung,20000,4.6,Fotografi
408,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,50000,4.4,Belanja
69,Pasar Tanah Abang,Pusat Perbelanjaan,Jakarta,200000,4.0,Belanja
624,Kampung Batu Malakasari,Taman Hiburan,Bandung,50000,4.1,Edukasi
965,Masjid Muhammad Cheng Hoo,Tempat Ibadah,Surabaya,0,4.7,Edukasi
221,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,15000,4.6,Aktivitas Air
286,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,10000,4.6,Seni
536,Heha Sky View,Taman Hiburan,Yogyakarta,20000,4.4,Relaksasi
705,Pasar Baru,Pusat Perbelanjaan,Bandung,0,4.3,Belanja
1008,Museum Mpu Tantular,Budaya,Surabaya,2000,4.4,Edukasi
832,Taman Pandanaran,Taman Hiburan,Semarang,0,4.4,Adrenalin
669,Caringin Tilu,Cagar Alam,Bandung,0,4.4,Relaksasi
672,Panama Park 825,Taman Hiburan,Bandung,25000,4.4,Relaksasi
23,Ocean Ecopark,Taman Hiburan,Jakarta,30000,4.0,Relaksasi
366,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,20000,4.5,Fotografi
644,Selasar Sunaryo Art Space,Taman Hiburan,Bandung,10000,4.6,Seni
490,Pantai Nguluran,Bahari,Yogyakarta,100000,4.1,Camping
692,Peta Park,Taman Hiburan,Bandung,5000,4.3,Relaksasi
132,Museum Joang 46,Budaya,Jakarta,4000,4.0,Fotografi
260,Kawasan Malioboro,Taman Hiburan,Yogyakarta,0,4.8,Relaksasi
349,Bendung Lepen,Taman Hiburan,Yogyakarta,0,4.6,Relaksasi
594,Stone Garden Citatah,Taman Hiburan,Bandung,30000,4.4,Adrenalin
591,Rabbit Town,Taman Hiburan,Bandung,45000,4.0,Adrenalin
755,Pemandian Air Panas Ciater,Cagar Alam,Bandung,25000,4.3,Aktivitas Air
785,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,4.9,Fotografi
855,Masjid Kapal Semarang,Tempat Ibadah,Semarang,0,4.1,Spiritualitas
522,Pantai Ngandong,Bahari,Yogyakarta,50000,4.5,Aktivitas Air
622,Kampung Korea Bandung,Budaya,Bandung,5000,4.1,Relaksasi
11,Taman Mini Indonesia Indah (TMII),Taman Hiburan,Jakarta,70000,4.5,Edukasi
902,Tugu Muda Semarang,Budaya,Semarang,0,4.7,Edukasi
636,Pesona Nirwana Waterpark & Cottages,Taman Hiburan,Bandung,50000,4.1,Adrenalin
274,Bukit Bintang Yogyakarta,Taman Hiburan,Yogyakarta,50000,4.5,Kuliner
1016,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,10000,4.6,Fotografi
37,Pulau Pramuka,Bahari,Jakarta,150000,4.2,Aktivitas Air
884,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,4.8,Relaksasi
739,Sanghyang Heuleut,Cagar Alam,Bandung,25000,4.4,Fotografi
286,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,10000,4.6,Seni
401,Pantai Baron,Bahari,Yogyakarta,50000,4.4,Kuliner
49,Museum Fatahillah,Budaya,Jakarta,150000,4.4,Belanja
215,Sindu Kusuma Edupark (SKE),Taman Hiburan,Yogyakarta,50000,4.2,Adrenalin
364,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,20000,4.1,Relaksasi
146,Pantai Ancol,Bahari,Jakarta,600000,4.4,Aktivitas Air
67,Museum Nasional,Budaya,Jakarta,150000,4.6,Belanja
585,Kawasan Punclut,Taman Hiburan,Bandung,10000,4.4,Fotografi
364,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,20000,4.1,Relaksasi
622,Kampung Korea Bandung,Budaya,Bandung,5000,4.1,Relaksasi
41,Pulau Pelangi,Bahari,Jakarta,50000,4.8,Relaksasi
242,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,30000,4.3,Adrenalin
508,Pantai Ngrenehan,Bahari,Yogyakarta,15000,4.4,Relaksasi
276,Gedung Agung Yogyakarta,Budaya,Yogyakarta,10000,4.6,Edukasi
571,Dusun Bambu,Taman Hiburan,Bandung,10000,4.5,Relaksasi
470,Hutan Mangrove Kulon Progo,Bahari,Yogyakarta,50000,4.1,Kuliner
512,Pantai Greweng,Bahari,Yogyakarta,10000,4.6,Hiking
501,Candi Sewu,Budaya,Yogyakarta,20000,4.6,Relaksasi
20,Kebun Binatang Ragunan,Cagar Alam,Jakarta,100000,4.5,Edukasi
442,Pantai Indrayanti,Bahari,Yogyakarta,100000,4.5,Kuliner
484,Pantai Siung,Bahari,Yogyakarta,100000,4.6,Camping
302,Kauman Pakualaman Yogyakarta,Budaya,Yogyakarta,50000,5.0,Edukasi
411,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,800000,4.7,Adrenalin
454,Pantai Parangtritis,Bahari,Yogyakarta,700000,4.5,Adrenalin
176,Pasar Petak Sembilan,Pusat Perbelanjaan,Jakarta,0,4.4,Relaksasi
409,Pasar Kebon Empring Bintaran,Pusat Perbelanjaan,Yogyakarta,30000,4.4,Kuliner
655,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,0,4.5,Edukasi
881,Benteng Pendem,Budaya,Semarang,10000,4.2,Relaksasi
309,Pantai Goa Cemara,Bahari,Yogyakarta,100000,4.3,Aktivitas Air
850,Umbul Sidomukti,Cagar Alam,Semarang,20000,4.6,Fotografi
1015,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,4.6,Adrenalin
763,Taman Hutan Raya Ir. H. Juanda,Cagar Alam,Bandung,10000,4.5,Fotografi
78,Wisata Agro Edukatif Istana Susu Cibugary,Taman Hiburan,Jakarta,100000,4.5,Edukasi
34,Pulau Pari,Bahari,Jakarta,150000,4.0,Aktivitas Air
655,Monumen Perjuangan Rakyat Jawa Barat,Budaya,Bandung,0,4.5,Edukasi
771,Curug Malela,Cagar Alam,Bandung,5000,4.4,Fotografi
682,Taman Budaya Jawa Barat,Budaya,Bandung,0,4.3,Relaksasi
858,Taman Bunga Celosia,Cagar Alam,Semarang,30000,4.3,Fotografi
344,Jogja Exotarium,Taman Hiburan,Yogyakarta,50000,4.4,Adrenalin
24,Ocean Ecopark,Taman Hiburan,Jakarta,100000,4.0,Kuliner
305,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,20000,4.6,Seni
879,Monumen Palagan Ambarawa,Budaya,Semarang,5000,4.4,Fotografi
454,Pantai Parangtritis,Bahari,Yogyakarta,700000,4.5,Adrenalin
731,Batununggal Indah Club,Taman Hiburan,Bandung,50000,4.4,Olahraga
355,Ledok Sambi,Cagar Alam,Yogyakarta,100000,4.6,Memancing
651,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3,Edukasi
16,Taman Impian Jaya Ancol,Taman Hiburan,Jakarta,450000,4.5,Adrenalin
231,Sumur Gumuling,Taman Hiburan,Yogyakarta,30000,4.5,Edukasi
258,Candi Donotirto,Budaya,Yogyakarta,0,4.4,Edukasi
986,Monumen Jalesveva Jayamahe,Budaya,Surabaya,0,4.6,Edukasi
285,The World Landmarks - Merapi Park Yogyakarta,Taman Hiburan,Yogyakarta,10000,4.2,Relaksasi
814,Lawang Sewu,Budaya,Semarang,10000,4.6,Edukasi
588,Alun-Alun Kota Bandung,Taman Hiburan,Bandung,50000,4.6,Kuliner
719,Water Park Bandung Indah,Taman Hiburan,Bandung,50000,4.0,Adrenalin
180,Perpustakaan Nasional,Budaya,Jakarta,0,4.7,Relaksasi
703,Jembatan Pasupati,Taman Hiburan,Bandung,0,4.6,Adrenalin
728,Museum Nike Ardilla,Budaya,Bandung,0,4.6,Edukasi
16,Taman Impian Jaya Ancol,Taman Hiburan,Jakarta,450000,4.5,Adrenalin
706,Pasar Baru,Pusat Perbelanjaan,Bandung,0,4.3,Kuliner
666,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,Bandung,0,4.8,Edukasi
384,Pantai Patihan,Bahari,Yogyakarta,60000,4.1,Kuliner
540,Taman Sungai Mudal,Cagar Alam,Yogyakarta,15000,4.6,Adrenalin
773,Curug Cimahi,Cagar Alam,Bandung,10000,4.6,Fotografi
123,Taman Situ Lembang,Taman Hiburan,Jakarta,50000,4.5,Kuliner
839,Pantai Cipta,Bahari,Semarang,5000,4.0,Aktivitas Air
203,Mall Thamrin City,Pusat Perbelanjaan,Jakarta,1000000,4.4,Belanja
998,Monumen Bambu Runcing Surabaya,Budaya,Surabaya,0,4.6,Edukasi
382,Pantai Patihan,Bahari,Yogyakarta,10000,4.1,Relaksasi
866,Pantai Maron,Bahari,Semarang,5000,3.4,Aktivitas Air
716,Curug Aseupan,Cagar Alam,Bandung,15000,4.7,Fotografi
285,The World Landmarks - Merapi Park Yogyakarta,Taman Hiburan,Yogyakarta,10000,4.2,Relaksasi
394,Pantai Ngobaran,Bahari,Yogyakarta,60000,4.6,Kuliner
832,Taman Pandanaran,Taman Hiburan,Semarang,0,4.4,Adrenalin
358,Seribu Batu Songgo Langit,Cagar Alam,Yogyakarta,20000,4.6,Hiking
878,Monumen Palagan Ambarawa,Budaya,Semarang,7500,4.4,Edukasi
141,Taman Agrowisata Cilangkap,Taman Hiburan,Jakarta,75000,4.2,Edukasi
